Fecha,Hora,PML MDA CELAYA,PML MTR CELAYA,PML MDA RAMOS,PML MTR RAMOS,PML MDA SALTILLO,PML MTR SALTILLO,NOM CELAYA,CON CELAYA,NOM RAMOS,CON RAMOS,NOM SALTILLO,CON SALTILLO
2022-08-11,20,1479.27,1400.57,1441.23,1362.51,1450.14,1372.28,177.201,183.9148937,16.7,15.83006,20.62,11.858
2022-08-11,21,1621.55,1417.49,1567.59,1369.37,1577.22,1379.64,182.778,177.643525,16.7,11.80984,20.64,11.52
2022-08-11,22,1831.34,1585.11,1758.2,1556.77,1769.22,1568.85,185.69,183.1170843,16.7,16.71592,20.88,13.351
2022-08-11,23,1579.52,1505.3,1550.86,1508.54,1561.72,1519.73,184.052,111.4320337,16.9,14.6828,21.54,14.303
2022-08-11,24,1747.91,1489.73,1735.9,1504.71,1748.21,1517.02,187.147,105.7860609,16.9,16.2296,22.16,18.005
2022-08-12,1,1524.6,1376.42,1570.47,1406.31,1580.05,1418.62,190.438,132.046339,17,18.5843,21.93,18.115
2022-08-12,2,1424.02,1351.6,1449.84,1381.56,1458.83,1393.29,189.23,169.4446921,16.9,18.93264,21.48,18.394
2022-08-12,3,1452.09,1277.12,1462.98,1293.56,1471.89,1302.43,174.298,167.600762,17.3,13.77894,21.46,17.266
2022-08-12,4,1461.18,1279.69,1466.51,1287.43,1475.65,1295.97,172.531,160.1882621,17.2,13.52836,21.17,17.171
2022-08-12,5,1465.11,1328.3,1465.67,1322.77,1475.52,1331.68,171.517,195.2685908,16.9,15.6656,21.58,18.206
2022-08-12,6,1466.21,1369.37,1462.45,1362.55,1472.64,1372.54,172.616,138.2742169,17,18.12596,21.61,19.24
2022-08-12,7,1493,1404.8,1472.33,1393.47,1483.44,1404.41,170.971,89.33499612,17.1,17.90822,21.66,18.411
2022-08-12,8,1452.46,1896.03,1454.79,1880.01,1466,1895.69,169.425,119.1330516,17.4,47.62586,20.65,13.086
2022-08-12,9,1506.87,1909.89,1475.69,1769.66,1486.79,1786.45,171.288,120.7568371,70.1,67.3399,20.01,10.906
2022-08-12,10,1441.79,1596.29,1373.92,1549.36,1384.2,1563.98,172.008,171.2902404,96.6,90.60076,11.24,12.618
2022-08-12,11,1433.52,1551.43,1361.55,1509.59,1371.51,1523.57,172.518,162.7290512,92,97.71488,11.36,14.726
2022-08-12,12,1445.28,1674.98,1380.27,1729.63,1391.13,1747.7,170.278,165.2733927,92.1,94.60116,15.47,15.949
2022-08-12,13,1460.67,1659.83,1396.78,1542.85,1408.57,1560.87,172.251,197.8150087,91.7,78.23046,16.65,14.029
2022-08-12,14,1458.88,1785.99,1405.5,1742.05,1416.91,1762.62,175.32,167.7470619,89,102.51114,18.82,19.308
2022-08-12,15,1481.72,1961.23,1438.16,1930.69,1448.27,1949.18,188.435,194.1774802,92.6,106.98154,21.84,17.297
2022-08-12,16,1551.29,1664.8,1502.06,1612.25,1512.14,1625.9,190.119,160.0061401,91.3,98.8954,21.11,14.165
2022-08-12,17,1549.79,2089.02,1505.7,1985.85,1515.1,2000.18,186.753,190.9392484,95.7,72.35862,21.09,16.663
2022-08-12,18,1590.98,1549.78,1535.21,1493.63,1544.59,1504.65,188.256,181.4992451,95.5,95.60936,21.29,19.27
2022-08-12,19,1649.14,1571.46,1583.52,1524.46,1592.2,1534.69,188.364,185.2855602,95.5,129.84524,20.54,16.081
2022-08-12,20,1471.25,1577.11,1422.61,1530.76,1429.97,1539.74,182.96,159.6609399,92.2,82.20786,20.19,13.981
2022-08-12,21,1559.34,1601.81,1511.02,1569.51,1519.47,1578.7,182.472,201.9666977,92.1,82.1507,20.41,17.497
2022-08-12,22,1514.28,1621.2,1479.03,1610.56,1487.44,1619.76,185.526,182.1415699,91.9,114.3601,20.44,16.454
2022-08-12,23,1536.74,1606.38,1506.26,1615.62,1515.2,1626.78,183.716,166.1684094,91.7,95.17764,20.81,12.639
2022-08-12,24,1796.85,1531.48,1775.83,1547.44,1786.67,1559.23,187.38,193.1552132,91.2,66.27912,21.29,12.683
2022-08-13,1,1588.6,1444.36,1621.35,1465.07,1630.22,1476.65,190.62,192.8769003,97.4,17.84704,21.41,13.02
2022-08-13,2,1547.12,1437.63,1552.49,1450.84,1560.99,1462.2,189.665,176.7129426,96.2,82.91916,21.14,17.451
2022-08-13,3,1468.99,1421.43,1472.38,1416,1480.95,1426.53,174.84,173.7021532,94.9,92.52832,21.26,18.643
2022-08-13,4,1469.79,1416.7,1460.63,1403,1469.06,1412.7,172.654,192.5354719,94.4,116.11762,20.62,17.794
2022-08-13,5,1463.55,1411.79,1451.93,1394.83,1460.51,1404.52,172.112,189.731504,93.9,83.69206,21.15,20.44
2022-08-13,6,1476.56,1414.61,1451.48,1401.13,1460.43,1412.82,173.092,181.7802959,95.6,115.62752,21.04,20.56
2022-08-13,7,1505.72,1426.78,1466.43,1400.39,1475.79,1412.87,171.323,190.6176059,96.8,106.33472,21.18,19.153
2022-08-13,8,1507.39,1414.91,1466.48,1380.41,1476.57,1391.44,170.023,109.6141908,91.4,77.93746,20.47,11.784
2022-08-13,9,1443.56,1375.89,1393.91,1332.17,1403.98,1342.23,171.856,165.0884503,91.8,105.89444,19.37,12.964
2022-08-13,10,1498.36,1414.41,1400.69,1362.57,1411.42,1373.49,172.297,149.4373179,96.1,100.1064,20.86,14.349
2022-08-13,11,1496.92,1427.88,1401.14,1383.31,1411.58,1395,173.022,182.4620421,95.2,121.65128,17.74,19.671
2022-08-13,12,1499.46,1455.74,1407.67,1403.25,1417.76,1415.03,170.828,194.3235241,95.3,70.31378,15.15,20.882
2022-08-13,13,1497.15,1452.94,1409.48,1396.12,1419.02,1405.72,172.391,164.9315408,95.1,112.89976,16.32,18.821
2022-08-13,14,1497.41,1455.79,1409.7,1400.53,1418.4,1409.67,175.653,173.3546401,92.2,108.47086,18.14,21.134
2022-08-13,15,1477.07,1458.05,1403.77,1403.03,1411.66,1411.54,169.358,185.8000857,96.1,113.91792,20.82,18.742
2022-08-13,16,1483.6,1464.61,1407.36,1391.79,1414.98,1399.62,171.33,186.9423215,94.7,14.14894,20.38,20.68
2022-08-13,17,1505.91,1474.81,1422.63,1394.75,1429.78,1402.71,186.964,200.224391,95.1,0,20.45,20.508
2022-08-13,18,1472.85,1479.39,1397.64,1418,1404.56,1424.62,188.329,170.9660217,94.9,0,21.26,18.94
2022-08-13,19,1489.45,1539.24,1428.92,1463.42,1435.64,1469.91,188.629,179.588898,94.6,0,19.89,20.202
2022-08-13,20,1500.27,1623.74,1434.48,1554.48,1440.46,1561.64,182.992,200.6089964,92,0,19.63,19.497
2022-08-13,21,1514.18,1508.64,1455.34,1468.92,1461.45,1475.8,182.45,115.9294663,91.6,0,19.28,18.059
2022-08-13,22,1535.91,1498.23,1481.3,1465.72,1487.44,1472.29,185.595,143.0512825,91.8,0,19.62,14.174
2022-08-13,23,1602.62,1492.78,1532.09,1477.34,1538.75,1485.14,184.677,131.852859,91.7,0,20.05,19.139
2022-08-13,24,1494.04,1460.06,1450.62,1438.07,1456.52,1446.12,186.57,198.020137,91,0,20.23,19.845
2022-08-14,1,1454.93,1430.65,1434.09,1401.06,1440.29,1408.33,188.338,127.8386607,97.4,0,20.43,19.934
2022-08-14,2,1431.38,1400.09,1405.02,1378.15,1411.36,1384.84,187.13,158.1818026,96.2,0,20.37,17.536
2022-08-14,3,1428.79,1392.4,1396.39,1359.36,1403.25,1365.28,172.458,189.8869591,94.9,0,20.44,15.939
2022-08-14,4,1400.09,1391.24,1358.47,1349.4,1365.01,1356.37,170.825,180.3156797,94.4,0,19.99,19.102
2022-08-14,5,1389.41,1397.26,1351.57,1345,1358.19,1352.65,170.189,171.5957531,93.9,3.196,20.33,19.813
2022-08-14,6,1401.51,1395.37,1361.2,1343.77,1368.19,1351.22,170.739,169.3475177,95.6,4.81994,20.21,19.841
2022-08-14,7,1357.95,1396.39,1317.35,1344.36,1324.32,1351.82,168.097,165.7279773,96.8,7.72596,19.99,19.377
2022-08-14,8,1384.75,1391.25,1327.87,1332.57,1334.76,1340.07,166.332,179.2397095,91.4,9.17498,19.22,18.862
2022-08-14,9,1376.47,1337.69,1297.89,1277.04,1304.14,1284.37,168.303,138.0931271,91.8,10.59798,18.39,18.215
2022-08-14,10,1362.63,1324,1255.76,1242.8,1261.8,1249.83,168.627,196.3993401,96.1,36.58164,19.96,13.577
2022-08-14,11,1369.14,1336.39,1249.69,1267.1,1255.3,1274.47,169.1,182.2727457,95.2,46.18942,16.69,16.598
2022-08-14,12,1353.08,1321.03,1234.93,1251.45,1240.59,1257.81,167.129,201.3826475,95.3,21.97108,14.26,19.408
2022-08-14,13,1370.16,1322.93,1252.39,1248.4,1258.43,1254.92,168.972,155.3737265,95.1,19.32012,15.44,19.179
2022-08-14,14,1396.76,1336.83,1273.62,1263.59,1279.16,1268.53,171.783,131.9098616,92.2,33.4193,17.31,19.35
2022-08-14,15,1375.7,1354.3,1265.67,1274.62,1271.07,1277.9,168.067,118.2859647,96.1,107.15388,20.05,20.502
2022-08-14,16,1354.26,1377.16,1271.57,1315.59,1277.28,1318.17,169.481,199.4890976,94.7,94.7622,19.52,20.024
2022-08-14,17,1358.99,1427.52,1273.81,1365.38,1279.54,1368.78,184.826,157.8930463,95.1,106.80438,19.79,18.521
2022-08-14,18,1360.05,1451.3,1270.34,1383.85,1275.74,1387.7,186.295,132.9280471,94.9,101.91716,20.14,13.383
2022-08-14,19,1394.97,1448.61,1285.54,1380.79,1289.87,1384.93,186.695,172.5861814,94.6,123.47652,19.26,19.765
2022-08-14,20,1430.99,1593.49,1329.9,1522.95,1333.99,1529.4,181.331,155.4163589,92,64.61216,19.49,18.569
2022-08-14,21,1460.78,2263.45,1361.67,2193.09,1366.39,2202.89,180.722,157.167021,91.6,91.46476,19.41,19.126
2022-08-14,22,1479.83,2346.15,1394.86,2290.69,1400.22,2301.81,183.579,173.6060461,91.8,19.46378,19.98,18.987
2022-08-14,23,1471.05,2738.72,1406.61,2649.64,1412.61,2666.23,181.734,196.0884698,91.7,23.17246,20.41,17.545
2022-08-14,24,1448.21,1635.38,1405.09,1596.18,1412.04,1607.33,185.699,202.9272033,91,96.38698,20.64,20.178
2022-08-15,1,1468.2,1637.42,1443.1,1608.34,1450.38,1619.59,189.409,169.0610927,97.4,96.19234,21.35,21.867
2022-08-15,2,1481.07,1471.68,1451.95,1431.9,1459.36,1441.87,187.936,176.0796742,96.2,129.61068,21.41,20.406
2022-08-15,3,1457.77,1444.61,1429.34,1385.53,1436.8,1395.2,173.297,177.6546733,94.9,116.33256,21.78,18.235
2022-08-15,4,1446.39,1410.39,1406.17,1342.93,1413.75,1352.47,171.524,182.3333462,94.4,56.65858,21.22,20.166
2022-08-15,5,1435.28,1411.88,1384.24,1345.74,1392.1,1355.98,170.629,179.4595766,93.9,118.99474,22,21.042
2022-08-15,6,1445.55,1448.94,1386.72,1396.32,1394.97,1406.92,171.768,165.9512082,95.6,122.83488,21.78,20.686
2022-08-15,7,1480.81,1472.7,1428.05,1406.08,1437.26,1417.83,170.563,167.5375357,96.8,96.41502,21.86,18.264
2022-08-15,8,1488.88,1572.42,1440.06,1503.73,1450.33,1517.19,169.058,201.7765855,91.4,44.76384,20.91,18.45
2022-08-15,9,1496.84,1512.36,1434.68,1436.81,1445.24,1450.03,170.932,175.6898348,91.8,88.6704,19.78,15.208
2022-08-15,10,1480.31,1489.13,1399.39,1422.68,1410.34,1435.56,171.393,167.1890679,96.1,113.58922,20.85,11.495
2022-08-15,11,1476.78,1491.92,1392.97,1419.02,1403.86,1432.75,172.165,174.8331357,95.2,116.33516,17.59,14.881
2022-08-15,12,1498.8,1549.09,1413.48,1453.05,1424.63,1467.08,170.058,161.470121,95.3,100.0582,14.84,17.015
2022-08-15,13,1506.07,2017.1,1420.46,1743.86,1431.86,1761.21,171.89,179.1301184,95.1,110.3413,16.01,15.928
2022-08-15,14,1508.62,3635.13,1426.69,2876.95,1437.19,2905.7,174.919,168.9481588,92.2,70.94464,17.91,16.22
2022-08-15,15,1488.3,3181.99,1409.78,2554.64,1419.67,2579.45,169.493,162.4424055,96.1,24.26582,20.64,16.196
2022-08-15,16,1482.78,2866.74,1405.4,2314.96,1415.33,2337.74,171.369,200.3899554,94.7,34.5643,20.31,16.633
2022-08-15,17,1512.04,2997.71,1442.03,2399.53,1451.18,2420.79,186.181,156.1225198,95.1,97.81596,20.35,16.847
2022-08-15,18,1505.26,2844.71,1430.7,2288.16,1438.69,2309.99,56.6,48.04471924,94.9,105.86362,21.05,16.021
2022-08-15,19,1495.92,3042.53,1410.32,2435.88,1417.34,2458.94,41.542,37.15888124,94.6,111.99188,20.47,11.565
2022-08-15,20,1479.94,2941.14,1392.82,2334.77,1399.54,2355.76,39.052,36.65112432,92,99.8401,19.81,12.434
2022-08-15,21,1545.31,3448.19,1453.46,2705.98,1460.9,2731.88,38.381,41.42243544,91.6,119.89146,19.86,11.861
2022-08-15,22,1741.83,1871.01,1638.74,1765.6,1647.14,1779.93,39.257,41.61385906,91.8,124.41442,20.49,15.217
2022-08-15,23,1516.78,1584.07,1441.59,1537.89,1449.66,1551.86,38.129,34.59311829,91.7,94.1909,21.08,20.661
2022-08-15,24,1464.57,1468.49,1401.71,1448.65,1409.79,1462.2,39.219,34.18755346,91,115.51226,21.52,20.715
2022-08-16,1,1473.45,1448.44,1411.41,1420.59,1419.75,1433.63,40.459,24.95043786,97.4,96.20466,21.23,20.785
2022-08-16,2,1474.31,1412.76,1431.91,1380.09,1439.88,1391.45,41.301,23.67731807,96.2,84.46322,20.86,20.161
2022-08-16,3,1455.69,1401.81,1409.21,1357.66,1416.52,1368.39,37.138,32.06301266,94.9,19.43718,20.61,20.175
2022-08-16,4,1465.27,1405.12,1405.7,1364.51,1413.15,1375.24,35.601,33.63399886,94.4,89.47612,20.62,20.457
2022-08-16,5,1446.45,1413.52,1385.27,1379.82,1392.99,1391.23,37.555,25.069197,93.9,119.72058,21.07,20.407
2022-08-16,6,1451.89,1366.86,1390.17,1336.16,1398.15,1346.78,36.266,20.24548313,95.6,84.9231,21.03,20.419
2022-08-16,7,1451.65,1400.92,1372.65,1361.55,1381.18,1372.82,37.126,30.41106969,96.8,122.64088,20.64,16.335
2022-08-16,8,1473.38,1416.78,1407.35,1365.32,1416.88,1377.14,37.877,33.19006171,91.4,76.9726,19.59,19.604
2022-08-16,9,1482.11,1439.41,1409.79,1381.39,1420.07,1392.58,38.355,23.84821151,91.8,101.06728,19.25,17.933
2022-08-16,10,1433.89,1470.91,1341.96,1414.42,1351.39,1426.03,37.626,22.97450722,96.1,133.49958,21.02,13.859
2022-08-16,11,1436.99,1515.96,1342.62,1439.87,1351.68,1452.2,38.776,33.51184512,95.2,28.97198,17.91,13.853
2022-08-16,12,1436.85,1508.15,1346.82,1432.18,1356.1,1445.42,38.046,31.03252247,95.3,16.40654,15.23,19.293
2022-08-16,13,1429.24,1616.55,1339.02,1480.19,1347.96,1494.56,37.3,23.08918293,95.1,18.84764,16.05,18.973
2022-08-16,14,1430.54,1535.47,1340.22,1453.52,1348.32,1467.62,37.687,22.3154381,92.2,19.6073,18.11,19.693
2022-08-16,15,1461.81,1531.06,1367.08,1458.24,1373.76,1471.5,40.183,35.56658159,96.1,19.38438,21.26,20.027
2022-08-16,16,1479.48,1663.33,1380.42,1595.62,1387.54,1608.72,40.703,29.87193696,94.7,19.43626,20.83,19.711
2022-08-16,17,1470.77,1846.88,1363.59,1725.16,1369.98,1738.19,38.865,36.68947194,95.1,16.6181,20.89,20.127
2022-08-16,18,1449.4,1729.2,1353.24,1660.51,1359.5,1672.13,40.853,38.33005533,94.9,16.21422,21.27,19.256
2022-08-16,19,1462.32,1527.98,1369,1456.34,1374.78,1465.88,42.978,45.31684198,94.6,23.15194,20.11,14.122
2022-08-16,20,1468.83,1563.42,1383.95,1500.36,1389.17,1509.93,149.681,138.6507265,92,100.15574,20.32,18.143
2022-08-16,21,1478.32,2063.55,1401.17,2002.84,1406.1,2014.69,185.199,165.1064392,91.6,81.62424,20.04,17.953
2022-08-16,22,1504.31,1610.26,1449.25,1601.08,1454.68,1609.83,187.945,198.8596046,91.8,135.04964,20.68,13.994
2022-08-16,23,1546.49,1596.61,1499.06,1604.92,1505.11,1614.46,186.607,178.2877133,91.7,85.34712,21.05,19.342
2022-08-16,24,1496.88,1542.57,1460.36,1556.05,1466.54,1565.19,186.081,182.6956855,91,105.34846,21.53,21.206
2022-08-17,1,1414.82,1444.05,1433.9,1458.72,1439.51,1467.64,189.313,167.1278263,97.4,116.64636,22.01,21.134
2022-08-17,2,1415.19,1409.01,1417.94,1402.88,1423.3,1411.18,188.229,183.4284034,96.2,109.64058,21.79,21.477
2022-08-17,3,1390.04,1387,1385.05,1372.16,1391.05,1380.13,183.107,174.124986,94.9,98.37512,21.62,20.845
2022-08-17,4,1386.38,1372.79,1377.78,1354.49,1384.18,1362.46,181.073,182.6527934,94.4,91.80052,21.54,16.982
2022-08-17,5,1381.41,1376.1,1378.77,1363.53,1385.78,1372.29,180.04,199.0569587,93.9,116.84612,21.88,12.575
2022-08-17,6,1387.5,1368.68,1378.8,1349.15,1386.24,1358.88,171.848,198.2577764,95.6,97.35092,21.59,13.003
2022-08-17,7,1406.25,1370.85,1388.64,1343.81,1396.8,1354.27,170.385,191.9299427,96.8,67.08652,21.41,12.653
2022-08-17,8,1397.98,1386.65,1384.56,1368.19,1393.89,1379.86,168.944,156.9848037,91.4,85.20668,20.61,13.292
2022-08-17,9,1409.54,1396.23,1389.37,1380.59,1398.72,1392.94,170.795,185.1513817,91.8,23.36862,19.76,14.114
2022-08-17,10,1454.16,1449.25,1423.65,1431.26,1432.83,1444.88,170.859,197.1551297,96.1,17.41834,11.59,19.149
2022-08-17,11,1455.84,1472.31,1425.49,1441.93,1434.65,1455.85,171.812,183.2148967,95.2,19.35726,11.66,20.362
2022-08-17,12,1417.34,1480.16,1390.27,1452.62,1399.4,1466.88,179.2,158.4667744,95.3,49.7288,12.04,20.47
2022-08-17,13,1443.99,1477.05,1419.92,1448.73,1428.9,1463.48,181.215,149.6259462,95.1,107.14122,11.95,19.909
2022-08-17,14,1443.3,1435.6,1426.66,1414.22,1435.36,1428.46,184.212,155.2562913,92.2,101.40388,18.46,18.669
2022-08-17,15,1442.69,1425.99,1423.68,1413.67,1431.2,1425.95,187.64,185.9441379,96.1,130.12106,21.34,15.232
2022-08-17,16,1461.05,1437.69,1442.68,1423.72,1450.05,1434.3,189.552,191.5068265,94.7,114.781,20.95,11.581
2022-08-17,17,1462.53,1442,1444.48,1423.26,1451.08,1433.22,186.017,168.95219,95.1,139.27898,21.09,11.716
2022-08-17,18,1481.85,1439.61,1453.35,1422.78,1459.78,1433.01,187.704,178.5372992,94.9,49.69672,21.64,11.766
2022-08-17,19,1462.29,1427.87,1432.07,1408.92,1438.56,1418.59,184.957,185.4060845,94.6,120.79176,21.05,11.749
2022-08-17,20,1468.99,1467.64,1430.64,1441.76,1436.09,1451.02,170.082,115.1349497,92,56.43714,20.33,10.531
2022-08-17,21,1500.67,1494.26,1456.06,1461.92,1461.65,1471.31,172.238,99.92734876,91.6,101.90804,20.18,9.742
2022-08-17,22,1555.43,1470.18,1526.08,1449.91,1532.44,1459.35,174.836,106.9797085,91.8,110.2441,21.19,11.149
2022-08-17,23,1495.88,1454.47,1482.22,1448.61,1488.61,1458.19,173.559,161.9948122,91.7,42.75244,21.55,11.588
2022-08-17,24,1460.86,1442.43,1450.32,1453.85,1456.13,1463.61,173.309,179.276379,91,110.40562,21.83,11.637
2022-08-18,1,1511.34,1465.74,1547.68,1493.17,1554.23,1502.9,176.712,153.426999,97.4,117.92936,12.23,11.487
2022-08-18,2,1490.65,1469.17,1510.74,1471.92,1517.72,1481.26,175.164,174.7513477,96.2,50.50418,12.15,10.916
2022-08-18,3,1488.3,1460.44,1502.88,1450.32,1510.6,1459.43,161.375,174.9061272,94.9,20.199,11.94,10.049
2022-08-18,4,1479.78,1447.34,1488.73,1444.03,1496.82,1454.27,160.386,158.15013,94.4,94.18484,11.83,10.371
2022-08-18,5,1467.86,1447.51,1478.69,1449.35,1487.35,1460.42,158.843,116.9855016,93.9,122.67614,12.2,10.988
2022-08-18,6,1464.58,1448.86,1471.09,1449.98,1480.16,1461.33,160.418,111.4210125,95.6,121.6657,11.76,11.52
2022-08-18,7,1490.49,1465.66,1493.13,1462.58,1503.06,1474.51,158.518,100.6704706,96.8,79.93518,11.92,11.777
2022-08-18,8,1487.78,1475.14,1484.13,1470.39,1495.09,1483.51,156.97,103.909572,91.4,88.70928,11.19,11.712
2022-08-18,9,1494.49,1460.62,1501.28,1453.98,1513.42,1467.72,158.694,121.6722777,53.3,82.66102,14.28,11.045
2022-08-18,10,1548.92,1491.08,1549.47,1488.67,1562.62,1502.98,159.746,144.1508563,19.7,20.67414,17.01,12.287
2022-08-18,11,1517.32,1422.79,1504.54,1434.9,1518.14,1449.77,160.527,130.4932681,18.6,17.02262,18.89,19.282
2022-08-18,12,1500.22,1415.4,1494.54,1418.54,1508.17,1433.58,158.278,190.6085028,18.6,18.24762,20.38,21.277
2022-08-18,13,1511.36,1447.63,1509.96,1455.14,1523.61,1470.74,160.717,134.2657063,18.5,15.4925,20.51,21.237
2022-08-18,14,1506.25,1499.45,1508.04,1498.69,1521.18,1514.54,162.502,129.3898065,18.3,12.30088,20.73,21.288
2022-08-18,15,1546.4,1493.42,1563.27,1490.79,1576.15,1504.95,174.094,158.7829073,18.6,11.91304,21.06,20.419
2022-08-18,16,1556.92,1466.18,1563.1,1463.57,1575.31,1477.03,176.219,171.7285306,51.7,16.38884,20.75,19.732
2022-08-18,17,1561.16,1512.1,1577.07,1508.77,1587.21,1522.28,173.152,160.9088254,94.8,68.61572,21.01,16.514
2022-08-18,18,1553.25,1488.81,1560.76,1485.67,1570.56,1497.48,173.933,129.6980314,94.9,107.64594,21.58,20.574
2022-08-18,19,1558.42,1517.37,1553.68,1506.22,1563.02,1517.28,174.08,173.7943899,94.6,95.62546,20.72,21.094
2022-08-18,20,1547.53,1528.65,1519.95,1489.73,1528.77,1500.56,158.951,125.7679327,92,95.73446,20.29,19.356
2022-08-18,21,1566.82,1577.61,1546.04,1528.89,1554.18,1540.67,162.209,166.4480878,91.6,76.69438,20.01,17.592
2022-08-18,22,1764.72,1589.04,1740.92,1549.86,1750.42,1561.88,164.363,159.5447594,91.8,106.61844,20.73,20.464
2022-08-18,23,1597.04,1573.96,1598.55,1552.49,1607.85,1564.52,164.018,127.1720145,91.7,109.67318,21.32,19.882
2022-08-18,24,1568.7,1535.99,1575.6,1515.23,1585.11,1526.32,163.597,29.79377418,91,117.23592,21.67,15.99
2022-08-19,1,1588.91,1505.46,1598.79,1509.62,1612.11,1521.67,17.29,22.48395938,97.4,97.69934,21.94,21.234
2022-08-19,2,1542.1,1522.18,1550.9,1511.01,1563.59,1523.01,17.467,19.6717802,96.2,113.0341,21.56,21.526
2022-08-19,3,1494.5,1506.13,1507.37,1498.57,1519.58,1510.07,14.536,17.97546332,94.9,80.8248,21.51,21.589
2022-08-19,4,1516.52,1502.55,1509.78,1497.13,1522.24,1508.6,14.146,10.23805421,94.4,86.00722,21.26,21.712
2022-08-19,5,1490.47,1479.82,1498.94,1480.3,1511.4,1491.82,13.992,10.15080551,93.9,120.59622,21.43,14.053
2022-08-19,6,1515.06,1468.17,1496.62,1462.87,1510.22,1475.08,13.912,10.14655335,95.6,97.77494,21.61,15.245
2022-08-19,7,1516.37,1430.91,1502.42,1437.73,1516.86,1450.7,14.067,9.887883714,96.8,125.20012,21.08,19.476
2022-08-19,8,1546.23,1489.74,1531.27,1482.43,1546.39,1497.27,15.26,8.786808984,91.4,81.52238,20.77,20.244
2022-08-19,9,1528.12,1503.49,1519.51,1483.28,1533.62,1498.82,15.604,9.142754658,91.8,72.84874,19.56,17.934
2022-08-19,10,1504.99,1507.01,1479.4,1476.15,1493.19,1492.23,16.908,8.965335437,96.1,107.00288,21.02,21.138
2022-08-19,11,1509.77,1514.42,1484.19,1478.85,1498.59,1495.12,16.532,9.116863856,95.2,110.6211,17.86,20.854
2022-08-19,12,1507.22,1520.49,1483.74,1486.61,1498.25,1502.93,16.07,9.647044234,95.3,100.72836,14.74,21.85
2022-08-19,13,1532.06,1543.29,1511.26,1516.41,1525.58,1532.88,16.22,9.422594389,95.1,29.16882,15.79,16.547
2022-08-19,14,1546.17,1556.02,1529.99,1528.67,1544.02,1544.63,18.297,9.204921015,92.2,38.50408,17.93,13.248
2022-08-19,15,1527.5,1553.32,1510.77,1538.7,1523.98,1553.98,15.142,9.028638716,96.1,114.85402,20.81,17.899
2022-08-19,16,1527.44,1547.33,1511.43,1509.94,1524.32,1525.05,14.861,10.01610771,94.7,137.04116,20.45,20.78
2022-08-19,17,1548,1556.19,1528.56,1514.97,1540.77,1529.7,15.695,11.73140811,95.1,83.67842,20.62,21.562
2022-08-19,18,1528.52,1521.06,1506.01,1486.32,1517.41,1499.93,16.208,14.29132511,94.9,128.56536,20.92,22.366
2022-08-19,19,1515.35,1501.86,1485.9,1472.48,1495.93,1484.17,16.206,15.70211109,94.6,51.61764,20.29,21.553
2022-08-19,20,1527.24,1513.59,1493.83,1466.9,1503.55,1477.53,26.006,28.58402312,92,22.6529,19.73,20.027
2022-08-19,21,1607.97,1579.65,1554.61,1512.96,1564.83,1523.8,33.977,29.92911927,91.6,20.51276,19.56,19.613
2022-08-19,22,1668.74,1586.52,1624.95,1535.16,1634.87,1547.04,43.085,42.44691965,91.8,17.4713,20.63,19.518
2022-08-19,23,1652.31,1554.54,1616.15,1504.78,1626.72,1517.88,43.475,42.02710167,91.7,18.33276,20.64,20.836
2022-08-19,24,1558.96,1541.09,1537.98,1506.23,1547.78,1519.11,146.302,129.982622,91,77.23704,20.98,17.859
2022-08-20,1,1552.44,1511.17,1553.72,1496.4,1563.06,1508.03,190.54,168.4513825,97.4,99.26598,21.18,20.954
2022-08-20,2,1508.7,1498.63,1513.75,1460.92,1522.7,1471.95,189.585,185.4385348,96.2,89.07462,20.94,19.788
2022-08-20,3,1482.11,1468.07,1478.38,1435.89,1487.84,1446.19,165.059,180.6724876,94.9,126.4207,21.03,14.427
2022-08-20,4,1473.1,1477,1478.38,1440,1487.85,1450.53,162.994,197.3586922,94.4,98.15732,20.44,14.668
2022-08-20,5,1468.26,1462.96,1467.97,1435.64,1477.95,1446.63,162.482,152.1964803,93.9,111.6324,20.65,19.172
2022-08-20,6,1466.37,1482.14,1461.76,1454.58,1472.27,1466.11,163.408,185.6103451,95.6,95.14808,21.07,20.718
2022-08-20,7,1479.12,1484.65,1466.06,1456.57,1477.37,1468.53,161.737,167.7390803,96.8,114.72698,21.21,19.804
2022-08-20,8,1486.6,1488.39,1457.09,1450.77,1468.69,1462.49,160.509,160.7947758,91.4,98.74104,19.89,17.998
2022-08-20,9,1478.65,1457.06,1431.2,1414.17,1443,1425.97,162.24,159.2125149,91.8,74.97168,18.71,17.3
2022-08-20,10,1460.73,1428.98,1403.11,1364.01,1415.41,1375.85,162.657,188.8914146,96.1,106.6249,21.07,18.636
2022-08-20,11,1457.87,1398.29,1384.34,1331.72,1396.16,1342.66,163.342,113.7070589,95.2,39.00524,17.78,12.946
2022-08-20,12,1458.73,1450.05,1383.96,1378.78,1395.49,1390.49,170.756,106.0775252,95.3,55.82562,14.89,15.933
2022-08-20,13,1458.59,1424.79,1384.32,1351.02,1394.96,1363.16,172.319,111.8525347,95.1,24.9532,16.02,19.616
2022-08-20,14,1433.54,1439.05,1366.1,1356.27,1375.72,1368.58,175.581,104.5034643,92.2,93.54232,17.56,17.32
2022-08-20,15,1463.79,1456.38,1395.96,1366.34,1405.04,1377.77,188.096,179.4632379,96.1,90.70598,20.29,18.799
